"","005930","000670","192650","097520","151910","332570","091700","060720","122990","192440","025320","097780","065680","061040","148150","004710","045970","049070","300120","091120","179900","238090","050110","126700","290550","176440","037950","033560","093920","290740","190510","055490","263600","054210","096630","080220","198080","079190","193250","049520","101330","174880","066900","106520","066670","196450","053450","060540","049630","106080","076610","227100","208710","096610","070300","123840","083470","078650","081580","096640","191410","082660","181340","187270","115610","058450","175140","114120"
"2016-01-25",23240,929000,NA,19867,4349,NA,10850,17800,13185,46800,1560,571,16400,4662,NA,21091,8511,9723,NA,8480,NA,NA,3315,9840,NA,NA,1675,10500,9960,NA,35000,NA,NA,5784,1590,4955,NA,2210,2170,5504,4392,NA,3695,13731,4085,2256,14758,1780,1976,18006,4764,NA,3075,7150,6380,2697,9666,4387,6430,5420,6540,10885,NA,4214,7250,6596,14050,68710
"2016-01-26",22740,918000,NA,19100,4316,NA,10800,19100,12820,47900,1550,565,16400,4568,NA,20953,8414,9422,NA,8480,NA,NA,3000,9710,NA,NA,1790,10650,9920,NA,34600,NA,NA,5573,1545,4890,NA,2190,2230,5304,4353,NA,3700,13731,4060,2428,14758,1735,1851,18194,4917,NA,3355,6980,7370,2754,9606,4359,6800,5360,6260,10885,NA,4318,7190,6299,13800,66958
"2016-01-27",23500,933000,NA,18400,4316,NA,10400,19250,12410,47700,1640,586,16100,4528,NA,21368,8491,9673,NA,8300,NA,NA,3165,9200,NA,NA,1750,10700,10100,NA,35750,NA,NA,5736,1500,4840,NA,2250,2220,5254,4496,NA,3990,13798,4040,2464,14478,1695,1865,17526,4815,NA,3370,7090,7300,2832,9606,3989,7580,5550,6700,10834,NA,4418,6980,6099,13250,68214
"2016-01-28",22900,928000,NA,18833,4189,NA,10450,18750,12456,47900,1575,620,16000,4542,NA,21368,8501,9698,NA,8200,NA,NA,3400,9180,NA,NA,1775,10750,10100,NA,34800,NA,NA,5756,1525,4825,NA,2310,2310,5304,4392,NA,3940,13530,4115,2440,14293,1735,1865,17318,4815,NA,3280,7040,7270,2793,9486,4209,8280,5500,6700,10819,NA,4390,7050,6099,13150,68710
"2016-01-29",23000,952000,NA,18500,4261,NA,10800,19300,13048,47100,1545,605,16050,4522,NA,21414,8520,9823,NA,8710,NA,NA,3710,8950,NA,NA,1830,10800,10350,NA,34550,NA,NA,5583,1520,4820,NA,2250,2270,5479,4464,NA,3945,13798,4135,2340,14572,1740,1893,17130,4798,NA,3165,7450,7250,2740,9486,4223,8150,5500,6670,10598,NA,4300,7000,6181,13050,67958
"2016-02-01",23260,949000,NA,18333,4327,NA,10700,19250,12866,47550,1525,602,16300,4542,NA,21460,8569,10024,NA,8970,NA,NA,3840,10050,NA,NA,1780,10700,10250,NA,37100,NA,NA,5708,1475,4725,NA,2220,2260,5504,4386,NA,3870,13396,4100,2244,15036,1735,1934,16963,4866,NA,3250,7640,7040,2745,9566,4309,8310,5520,6510,10699,NA,4268,7140,6299,12950,66958
"2016-02-02",23120,962000,NA,19133,4277,NA,11550,19000,13185,47000,1565,604,16600,4542,NA,22242,8530,10049,NA,8960,NA,NA,3975,10250,NA,NA,1800,10750,10150,NA,35750,NA,NA,5564,1405,4720,NA,2250,2280,5454,4294,NA,3790,13249,4125,2244,15175,1705,1916,16629,4789,NA,3130,7600,6970,2784,9586,4138,8310,5570,6250,10514,NA,4218,7340,6173,12700,67462
"2016-02-03",22920,931000,NA,19000,4349,NA,11500,18650,14007,47100,1565,600,16500,4495,NA,21736,8511,9949,NA,9900,NA,NA,3835,10200,NA,NA,1775,11050,10100,NA,35150,NA,NA,5650,1425,4590,NA,2325,2320,5379,4210,NA,3860,12941,4070,2196,14897,1650,1967,16671,4687,NA,3060,7630,6830,2854,9406,4045,8990,5400,6230,10463,NA,4218,6890,5966,12550,65453
"2016-02-04",23120,986000,NA,18600,4366,NA,11500,19000,14417,48500,1620,600,16600,4602,NA,21782,8549,9848,NA,10650,NA,NA,3585,9940,NA,NA,1800,11600,10500,NA,36450,NA,NA,5775,1415,4575,NA,2295,2350,5804,4275,NA,3800,12284,4160,1888,14386,1650,1962,17798,4670,NA,2850,7680,7170,2911,9466,3995,8800,5090,6250,10514,NA,4322,6670,6159,12800,67958
"2016-02-05",23280,990000,NA,18633,4427,NA,11550,19100,14280,48500,1630,592,16700,4488,NA,21137,8452,10124,NA,10450,NA,NA,3715,9960,NA,NA,1920,11750,10850,NA,38500,NA,NA,5919,1430,4590,NA,2300,2350,5854,4236,NA,3685,11588,4040,2008,14433,1705,1934,17318,4636,NA,2730,7700,7350,2911,9406,3974,8400,5160,6310,10715,NA,4259,6700,6521,12950,70472
"2016-02-11",22600,988000,NA,16800,4133,NA,11050,17900,13870,45600,1500,571,16200,4175,NA,19203,8452,9823,NA,10000,NA,NA,3365,9850,NA,NA,2000,11400,10650,NA,36550,NA,NA,5525,1375,4320,NA,2195,2220,5579,3996,NA,3675,10610,3830,2104,13922,1625,1472,17172,4218,NA,2580,7400,7340,3134,8925,3639,8020,5060,6220,10045,NA,3946,6440,5995,11800,65701
"2016-02-12",22600,999000,NA,16733,2896,NA,10700,17550,13277,44500,1440,514,15900,3928,NA,15887,8384,9573,NA,9470,NA,NA,3345,9090,NA,NA,1850,11400,10400,NA,32500,NA,NA,5103,1305,3960,NA,2120,2080,5404,3794,NA,3510,9324,3625,1942,13597,1560,1402,16713,3967,NA,2800,7100,7320,3152,8485,3353,7950,5140,6000,9844,NA,3797,5930,5951,11000,58682
"2016-02-15",23080,1018000,NA,17100,2680,NA,11400,17600,13642,43800,1870,544,15950,4028,NA,16578,8433,9673,NA,9780,NA,NA,3240,9370,NA,NA,1940,11600,10850,NA,33900,NA,NA,5353,1390,4030,NA,2205,2120,5454,4275,NA,3570,10516,3725,1968,13829,1595,1430,17631,4099,NA,2760,7280,7310,3169,8745,3485,7900,5140,6190,9608,NA,3797,6120,6299,11200,61434
"2016-02-16",23360,1016000,NA,17000,2746,NA,11450,17650,14143,45100,1800,577,15400,4135,NA,16947,8336,9698,NA,10250,NA,NA,3350,9750,NA,NA,1955,11600,11300,NA,35500,NA,NA,5468,1395,4040,NA,2260,2260,5579,4308,NA,3600,10543,3725,2080,13968,1645,1504,17672,4180,NA,2965,7290,7110,3327,8885,3653,8190,5170,6120,9392,NA,3855,6420,6440,12050,61939
"2016-02-17",23700,998000,NA,17167,2641,NA,11450,18150,13961,43400,1680,583,15600,4168,NA,16947,8317,9698,NA,10200,NA,NA,3185,9750,NA,NA,1950,11500,11150,NA,36350,NA,NA,7108,1355,4010,NA,2200,2250,5604,4171,NA,3490,10650,3685,2080,14247,1625,1527,17380,4180,NA,2890,7200,6990,3502,8885,3710,8060,5440,5950,9543,NA,4001,6370,6188,12400,59692
"2016-02-18",23740,1005000,NA,17400,3107,NA,11650,18200,14097,44450,1690,613,15700,4215,NA,17868,8472,9673,NA,10950,NA,NA,3175,10250,NA,NA,1910,11700,11050,NA,37200,NA,NA,7473,1420,4370,NA,2260,2230,5554,4171,NA,3595,11213,3750,2128,14618,1650,1513,17881,4286,NA,2840,7190,7020,3607,9146,3788,7890,5800,6550,10045,NA,4105,6590,6425,13800,61434
"2016-02-19",23800,995000,NA,17933,3123,NA,11850,18400,14326,45950,1685,665,15850,4268,NA,17914,8288,9773,NA,10800,NA,NA,3190,10500,NA,NA,1940,11550,11200,NA,40450,NA,NA,8633,1465,4435,NA,2260,2230,5629,4165,NA,3600,10824,3730,2036,14618,1670,1555,18423,4286,NA,2810,7200,7150,3765,9005,4324,8210,6020,6780,10363,NA,4473,6820,6433,13300,66710
"2016-02-22",23500,1028000,NA,18900,3478,NA,11550,18000,14326,46150,1795,707,16050,4248,NA,18006,8375,9723,NA,10750,NA,NA,3255,10700,NA,NA,1935,11550,11050,NA,37850,NA,NA,8509,1900,4445,NA,2265,2260,5754,4437,NA,3630,10476,3830,1992,14942,1650,1546,18277,4661,NA,2770,7360,7320,4203,9146,4602,7950,6070,7050,10448,NA,4423,6870,6366,13300,67711
"2016-02-23",23620,1035000,NA,17800,3545,NA,11400,17000,14053,45600,1700,706,16200,4235,NA,17223,8288,9623,NA,10650,NA,NA,3140,10350,NA,NA,1900,11550,10850,NA,39100,NA,NA,8566,2375,4385,NA,2340,2300,5654,4906,NA,3615,10208,3785,1896,15128,1625,1518,18152,4491,NA,2770,7350,7660,2942,9266,4645,8280,6080,7050,10413,NA,4364,7100,6166,13200,68967
"2016-02-24",23440,1057000,NA,16533,3578,NA,11650,17250,14234,46000,1720,739,15600,4195,NA,17499,8229,9472,NA,10650,NA,NA,3135,10550,NA,NA,1900,12450,11100,NA,38950,NA,NA,8777,2375,4490,NA,2355,2230,5654,4750,NA,3590,10168,3790,1880,15175,1625,1559,17860,4517,NA,2745,7390,7770,2889,9486,5171,8260,6400,7460,10533,NA,4340,7150,6114,13000,73481
