"","000660","058470","240810","357780","000990","005290","039030","064760","082270","101490","036540","084370","033640","108320","102710","131970","042700","059090","036810","036830","319660","095610","131290","166090","061970","281820","074600","089030","200710","030530","183300","232140","104830","195870","036930","089970","086390","029460","095340","039440","053610","077500","144960","033160","036200","101160","031330","083550","067310","083310","045100","102120","241790","064290","077360","083450","092070","031980","160980","079370","003160","066310","227950","073570","089890","241770","140070","122640","092870","253590","200470","114810","054450","267320","038880","052860","092220","303030","219130","306620","094360","117670","171010","123010","142210","094170","264660","064520","045300","119830","078350","217500","089530","093520","089790","080580","147760","097800","224060","033170","052900","059120","049080","080520","025560","087600","032580","098120","217190","024850","101400","093640","087730","006200","160600"
"2016-01-25",28000,39750,NA,NA,13500,4595,126200,27450,22200,7270,2260,13900,5500,29900,16900,4529,5060,2205,3880,18251,NA,9677,10550,NA,1355,NA,8195,8350,5618,6831,NA,2094,32950,NA,8130,NA,10500,9833,21968,7364,7656,3330,NA,6320,5740,2505,1774,5111,4975,9816,11550,5350,NA,3075,9410,5300,12400,7162,6249,13150,6090,6030,1923,2221,1543,NA,NA,7097,7457,NA,2055,12472,7094,NA,780,2040,874,NA,4800,NA,3832,11994,2490,5000,NA,4615,NA,6962,2387,5480,3720,2136,877,3135,3975,3090,NA,4237,1221,1620,2190,4299,2653,7470,17788,22800,2630,5490,5350,641,3515,5620,9755,904,5612
"2016-01-26",27850,39950,NA,NA,13050,4430,128700,27200,21500,7960,2180,13600,5410,28550,16150,4468,5040,2145,3930,17412,NA,9386,10450,NA,1305,NA,7919,8370,5572,6557,NA,2099,32600,NA,7830,NA,10250,9708,21278,7093,7656,3270,NA,6190,6074,2380,1736,5165,4910,9415,11200,5250,NA,2895,9440,5120,12050,7035,6129,12950,6000,5920,1927,2228,1653,NA,NA,6936,7130,NA,2145,12498,7094,NA,773,2025,860,NA,4785,NA,3771,12314,2405,4800,NA,4776,NA,7027,2387,5410,3695,2152,824,3100,3745,3060,NA,4434,1251,1560,2190,4272,2595,7330,17519,22700,2645,5350,5290,635,3450,5470,9775,905,6034
"2016-01-27",27650,39600,NA,NA,13900,4540,127300,26100,21150,7850,2185,13400,5450,28350,15700,4513,4980,2185,3915,17460,NA,9225,10950,NA,1300,NA,7919,8450,5525,6618,NA,2089,31900,NA,7820,NA,10100,9500,22059,7168,7628,3285,NA,6150,5946,2245,1726,5348,4805,9281,11050,5270,NA,2875,9330,5180,11900,7204,6160,12750,5920,5750,1927,2350,1620,NA,NA,6796,7051,NA,2210,12147,7094,NA,769,1845,872,NA,4695,NA,3786,12615,2350,4500,NA,4817,NA,6757,2400,5630,3695,2152,834,3130,3830,3075,NA,4880,1154,1555,2190,4305,2706,7490,17564,22300,2610,5600,5350,611,3350,5260,9735,906,5797
"2016-01-28",27650,39050,NA,NA,13600,4555,126200,27400,21150,7760,2165,13300,5560,28550,15850,4604,5140,2295,3940,18203,NA,9225,11300,NA,1375,NA,8170,8560,5595,6557,NA,2089,33000,NA,8090,NA,9990,9625,21324,7093,7647,3325,NA,6120,6023,2320,1750,5385,4760,9325,11300,5440,NA,2865,9270,5260,12000,7213,6097,12550,5930,5810,1918,2371,1638,NA,NA,6936,6942,NA,2280,11748,6999,NA,779,1920,875,NA,4775,NA,3709,12709,2410,4400,NA,4736,NA,6843,2405,5730,3695,2158,834,3230,3760,3080,NA,4956,1088,1585,2190,4299,2687,7500,17564,23600,2565,5470,5460,621,3200,5380,9635,905,5882
"2016-01-29",27300,38700,NA,NA,13750,4550,124900,27050,21400,7490,2260,14000,5560,28000,15650,4604,5000,2470,3920,18107,NA,9063,11550,NA,1370,NA,8345,8680,5432,6404,NA,2084,32250,NA,7900,NA,9780,9750,21600,6972,7590,3290,NA,6140,6589,2260,1741,5560,5020,9727,11350,5460,NA,2915,9130,5300,12050,7204,6173,12600,5880,5820,1927,2350,1700,NA,NA,6896,7150,NA,2390,11548,6928,NA,777,2200,876,NA,4885,NA,3679,13123,2470,4660,NA,4695,NA,6649,2421,5780,3850,2168,804,3260,3675,3095,NA,4827,1038,1575,2190,4305,2721,7450,17385,23700,2605,5400,5360,589,3590,5390,9645,909,5746
"2016-02-01",28400,38300,NA,NA,13400,4605,133800,28450,24000,7250,2210,13850,5640,29750,15900,4523,4880,2395,3930,18683,NA,10031,11650,NA,1375,NA,8120,9130,5315,7014,NA,2089,31550,NA,8220,NA,9150,9958,21738,7327,7581,3265,NA,6150,6718,2315,1755,5723,5280,10174,11500,5410,NA,2880,9740,5350,12050,7179,6501,12550,5630,5940,1927,2436,1650,NA,NA,7056,7120,NA,2340,12398,6944,NA,817,2210,878,NA,4870,NA,3675,12822,2405,4485,NA,4796,NA,6131,2444,5790,3845,2168,817,3200,3520,3080,NA,4956,998,1585,2190,4258,2643,7500,18100,24100,2615,5580,4995,563,3590,5110,9645,918,5662
"2016-02-02",28450,37550,NA,NA,13700,4675,134200,28800,22450,7600,2185,13950,5600,29350,15750,4564,4960,2310,3800,17748,NA,10096,11700,NA,1420,NA,8220,9340,5292,7258,NA,2084,31750,NA,8210,NA,8770,10083,21370,7355,7534,3210,NA,6160,7078,2280,1750,5422,5250,10397,11750,5420,NA,2880,9790,5330,11850,6984,6627,12700,5520,5880,1937,2407,1640,NA,NA,6876,7071,NA,2385,12347,6912,NA,775,2165,868,NA,4845,NA,3821,13613,2430,4500,8296,4736,NA,6304,2382,5780,3670,2152,770,3175,3650,2950,NA,4925,954,1625,2190,4265,2507,7650,17788,23100,2590,5490,4930,516,3605,4910,9655,907,5578
"2016-02-03",27450,38850,NA,NA,13800,4755,133600,29700,21400,7460,2135,13900,5470,28550,15700,4488,5080,2315,3760,17868,NA,10418,11750,NA,1405,NA,8245,9440,5012,7105,NA,2078,31250,NA,7960,NA,8850,9667,20911,7243,7572,3140,NA,6520,7104,2170,1760,5356,5180,9816,11850,5260,NA,2800,9730,5290,11900,6950,6501,12700,5250,5800,1932,2558,1650,NA,NA,6635,6556,NA,2265,12398,6912,NA,787,2190,850,NA,4915,NA,3856,14874,2435,5170,7945,4796,NA,6293,2326,5900,3670,2158,773,3110,3590,2965,NA,4925,968,1585,2190,4204,2551,7550,17207,22000,2490,5330,4790,515,3650,4730,9575,887,5307
"2016-02-04",28100,38850,NA,NA,13700,4900,135500,30900,18900,7380,2150,14300,5570,28700,15700,4544,4960,2320,3900,17796,NA,9935,11800,NA,1420,NA,8120,9780,5175,6953,NA,2078,31200,NA,8020,NA,9070,9583,21185,6907,7572,3250,NA,6810,7284,2085,1760,5623,5220,9772,11150,5370,NA,2845,9960,5450,12350,6992,6501,12700,5480,5920,1932,2601,1668,NA,NA,6796,6952,NA,2400,12598,7086,NA,806,2185,873,NA,4840,NA,3806,15195,2435,5170,6860,4796,NA,6466,2387,5540,3770,2158,761,3130,3560,2965,NA,6280,954,1645,2190,4171,2570,7650,17341,21800,2505,5330,4950,568,3700,4840,9435,891,5037
